{ 0.00000000000000*10^+00,   0.00000000000000*10^+00,   1.00000000000000*10^+00}  
{-9.10700961244000*10^-01,  -9.46963865340000*10^-02,   4.02065111103000*10^-01}  
{-7.85945702541000*10^-01,   2.62737256633000*10^-01,   5.59694994291000*10^-01}  
{ 2.67426915833000*10^-01,   4.54542458300000*10^-02,   9.62505457763000*10^-01}  
{ 5.23063685040000*10^-01,   8.09674994536000*10^-01,  -2.66140535461000*10^-01}  
{ 3.63368119254000*10^-01,  -8.71937386885000*10^-01,   3.28159722182000*10^-01}  
{ 5.90364012693000*10^-01,   7.66640201013000*10^-01,   2.52454222996000*10^-01}  
{-7.67240145025000*10^-01,   1.66684710591000*10^-01,  -6.19321214813000*10^-01}  
{-1.40107111863000*10^-01,  -8.23839952611000*10^-01,   5.49233765976000*10^-01}  
{-7.49560770531000*10^-01,  -5.95198592739000*10^-01,   2.89650283070000*10^-01}  
{ 8.85618891070000*10^-01,   1.69674876904000*10^-01,  -4.32307316532000*10^-01}  
{-5.75244990323000*10^-01,   2.96974808215000*10^-01,  -7.62167412314000*10^-01}  
{ 2.79286234656000*10^-01,  -1.32210996390000*10^-01,   9.51062275335000*10^-01}  
{-6.92166479128000*10^-01,   7.17836148395000*10^-01,  -7.49455083940000*10^-02}  
{ 3.51409813118000*10^-01,   7.07431082264000*10^-01,  -6.13231120452000*10^-01}  
{-4.10965421733000*10^-01,   8.37952235527000*10^-01,  -3.59086999368000*10^-01}  
{-5.34952271331000*10^-01,  -6.85912859935000*10^-01,   4.93304790139000*10^-01}  
{ 1.09970611869000*10^-01,  -3.85400726491000*10^-01,  -9.16172879180000*10^-01}  
{-8.72582522171000*10^-01,  -2.51835976328000*10^-01,   4.18543167461000*10^-01}  
{-1.29468498283000*10^-01,   1.33280381470000*10^-02,  -9.91493959312000*10^-01}  
{ 7.04642306651000*10^-01,   7.08656034760000*10^-01,  -3.58586680750000*10^-02}  
{-5.50451878288000*10^-01,  -4.77781816399000*10^-01,  -6.84636593827000*10^-01}  
{ 6.76076990565000*10^-01,  -6.15263161245000*10^-01,   4.05427114589000*10^-01}  
{ 6.45292169343000*10^-01,   4.26850553510000*10^-01,  -6.33558695902000*10^-01}  
{-4.91026300757000*10^-01,   5.48987819463000*10^-01,  -6.76391562666000*10^-01}  
{ 8.61699051856000*10^-01,  -4.04514190257000*10^-01,   3.06338071272000*10^-01}  
{-7.30790898750000*10^-02,  -4.04639625004000*10^-01,   9.11551545717000*10^-01}  
{-7.30009118559000*10^-01,  -5.31772661390000*10^-01,  -4.29307026984000*10^-01}  
{-5.30853439093000*10^-01,  -1.03404368673000*10^-01,   8.41131477679000*10^-01}  
{ 6.09550328702000*10^-01,  -2.51679686151000*10^-01,  -7.51735147747000*10^-01}  
{ 7.11029246050000*10^-02,  -9.96460332124000*10^-01,   4.48461884140000*10^-02}  
{-9.64850392808000*10^-01,   1.25813736882000*10^-01,   2.30726294796000*10^-01}  
{ 6.97052876705000*10^-01,  -1.36373376762000*10^-01,  -7.03931523082000*10^-01}  
{-4.35149870756000*10^-01,   7.16229001855000*10^-01,   5.45582813955000*10^-01}  
{ 5.84053794849000*10^-01,   8.11713820453000*10^-01,   1.35587901000000*10^-03}  
{-9.96247342789000*10^-01,   7.68212946100000*10^-02,  -3.98713014580000*10^-02}  
{ 2.82630167158000*10^-01,   7.82158448841000*10^-01,   5.55291229463000*10^-01}  
{ 7.01704985074000*10^-01,  -7.07443196582000*10^-01,   8.44644157710000*10^-02}  
{ 9.74553053029000*10^-01,  -1.91536958267000*10^-01,   1.16447157326000*10^-01}  
{ 3.20448615620000*10^-02,   7.42878559405000*10^-01,   6.68658786545000*10^-01}  
{-2.89782794341000*10^-01,   7.51642060119000*10^-01,   5.92503287386000*10^-01}  
{ 5.15930746285000*10^-01,   7.57290119456000*10^-01,  -4.00408716204000*10^-01}  
{ 7.20038397893000*10^-01,   6.57645158636000*10^-01,   2.21466816664000*10^-01}  
{ 8.81593334535000*10^-01,   4.57971390536000*10^-01,  -1.14260220346000*10^-01}  
{ 1.51607775640000*10^-01,   9.39493729181000*10^-01,   3.07191495969000*10^-01}  
{-3.88313077115000*10^-01,  -3.91927495067000*10^-01,   8.34029851236000*10^-01}  
{-7.21143193559000*10^-01,   4.16103660925000*10^-01,  -5.53904538479000*10^-01}  
{-7.72225174044000*10^-01,  -4.90945862610000*10^-02,   6.33449289345000*10^-01}  
{ 7.98916276576000*10^-01,  -5.25371287338000*10^-01,  -2.92776012443000*10^-01}  
{ 4.03490892840000*10^-01,   8.84208030245000*10^-01,  -2.35310982842000*10^-01}  
{ 9.84175671155000*10^-01,  -1.17976961496000*10^-01,  -1.32210759252000*10^-01}  
{ 1.57328850111000*10^-01,  -5.13153753470000*10^-02,   9.86212129907000*10^-01}  
{-3.62360623962000*10^-01,   2.96294004361000*10^-01,   8.83688090438000*10^-01}  
{-8.26566331391000*10^-01,   5.52804368813000*10^-01,   1.05808457279000*10^-01}  
{ 9.00827964710000*10^-02,  -2.42142545247000*10^-01,  -9.66049728307000*10^-01}  
{ 7.42660780160000*10^-02,   8.96699098378000*10^-01,   4.36365989307000*10^-01}  
{ 4.98107790300000*10^-01,   6.72021422033000*10^-01,  -5.47974303750000*10^-01}  
{ 2.94112066741000*10^-01,   3.95205998833000*10^-01,  -8.70235778788000*10^-01}  
{-2.42906417526000*10^-01,   7.48353513472000*10^-01,  -6.17222400111000*10^-01}  
{-8.03609408528000*10^-01,   5.93328016663000*10^-01,  -4.66238476360000*10^-02}  
{-8.78661349351000*10^-01,   3.74578812940000*10^-01,   2.96048891322000*10^-01}  
{ 9.71737238673000*10^-01,  -2.33378542558000*10^-01,  -3.55133052450000*10^-02}  
{ 4.22451365682000*10^-01,   4.01242341779000*10^-01,   8.12735766899000*10^-01}  
{-1.70947655996000*10^-01,   4.28182168414000*10^-01,  -8.87376430587000*10^-01}  
{-4.45695724062000*10^-01,  -2.57472570550000*10^-01,  -8.57358266402000*10^-01}  
{ 1.08766424903000*10^-01,  -6.21709496454000*10^-01,   7.75659182137000*10^-01}  
{-3.57040293392000*10^-01,   1.72112300017000*10^-01,  -9.18095629593000*10^-01}  
{-6.25887862389000*10^-01,  -7.44413489642000*10^-01,  -2.32621882360000*10^-01}  
{-4.49439866850000*10^-02,  -9.66036061797000*10^-01,  -2.54468790560000*10^-01}  
{ 2.84036639441000*10^-01,   4.60761652692000*10^-01,   8.40845935272000*10^-01}  
{ 7.30675470159000*10^-01,  -3.47404992828000*10^-01,   5.87727086551000*10^-01}  
{ 8.12357311530000*10^-02,   2.55500535381000*10^-01,   9.63389969018000*10^-01}  
{ 8.91863925050000*10^-01,  -2.64852446922000*10^-01,   3.66649588236000*10^-01}  
{-5.87702919499000*10^-01,   4.58430679860000*10^-02,  -8.07777006067000*10^-01}  
{ 5.16299842860000*10^-02,  -9.45447596052000*10^-01,   3.21656941232000*10^-01}  
{-2.60909007251000*10^-01,   8.88559484326000*10^-01,  -3.77344050901000*10^-01}  
{ 9.78066587505000*10^-01,   2.06481152043000*10^-01,  -2.74095650730000*10^-02}  
{-9.80977446556000*10^-01,   1.79101413674000*10^-01,   7.48727785600000*10^-02}  
{-6.26519619740000*10^-01,   5.33794240621000*10^-01,  -5.67923300069000*10^-01}  
{-8.86316130172000*10^-01,   4.62952562071000*10^-01,  -1.08923215460000*10^-02}  
{ 8.45019308635000*10^-01,  -5.15685751076000*10^-01,  -1.41458736638000*10^-01}  
{ 8.08200820633000*10^-01,  -3.74534732203000*10^-01,   4.54461404193000*10^-01}  
{ 1.19194530264000*10^-01,   1.04157720291000*10^-01,   9.87392441362000*10^-01}  
{-6.53257710245000*10^-01,   1.69853584851000*10^-01,  -7.37837464296000*10^-01}  
{ 2.30466881000000*10^-01,   2.06769010363000*10^-01,   9.50858345452000*10^-01}  
{-9.45384861891000*10^-01,   3.24531671200000*10^-01,   3.04410462380000*10^-02}  
{ 6.97320097455000*10^-01,  -6.34547061647000*10^-01,  -3.33308728119000*10^-01}  
{-3.33176614729000*10^-01,   9.42579420253000*10^-01,   2.31814562400000*10^-02}  
{ 6.25674425971000*10^-01,   1.77528278886000*10^-01,  -7.59615180786000*10^-01}  
{ 8.55734220240000*10^-02,   6.33174092250000*10^-01,   7.69264426804000*10^-01}  
{ 7.97866351228000*10^-01,  -1.64960794930000*10^-01,  -5.79825164781000*10^-01}  
{ 6.98963062131000*10^-01,   9.58264915020000*10^-02,   7.08708629341000*10^-01}  
{ 4.94344356834000*10^-01,  -8.09028558834000*10^-01,   3.17956676069000*10^-01}  
{-9.27181089735000*10^-01,   6.28356631390000*10^-02,   3.69305979204000*10^-01}  
{ 9.71506824505000*10^-01,   1.64284973087000*10^-01,  -1.70835996084000*10^-01}  
{-3.79121770140000*10^-01,   5.19817565462000*10^-01,  -7.65543194106000*10^-01}  
{ 7.25233480008000*10^-01,   5.93616786751000*10^-01,  -3.48791499269000*10^-01}  
{-9.14071424723000*10^-01,   2.25527838332000*10^-01,   3.37061751972000*10^-01}  
{-8.18004374552000*10^-01,   2.13581917000000*10^-02,  -5.74815336314000*10^-01}  
{ 7.26989732046000*10^-01,   6.59794065027000*10^-01,  -1.90151837368000*10^-01}  
{ 1.13781747436000*10^-01,   1.60342699466000*10^-01,  -9.80481480028000*10^-01}  
{ 1.19162461037000*10^-01,   8.45684018469000*10^-01,  -5.20210388964000*10^-01}  
{ 9.84935208631000*10^-01,  -3.66711951560000*10^-02,   1.68990704611000*10^-01}  
{-8.59642681794000*10^-01,   1.48246543056000*10^-01,  -4.88914534566000*10^-01}  
{-7.75218845183000*10^-01,  -2.88522987651000*10^-01,   5.61952157812000*10^-01}  
{-8.44641548752000*10^-01,  -1.30189747966000*10^-01,  -5.19260323582000*10^-01}  
{ 7.65670152415000*10^-01,   5.55612977956000*10^-01,   3.24104051853000*10^-01}  
{-6.02910113395000*10^-01,   2.02542505453000*10^-01,   7.71670868085000*10^-01}  
{ 8.82909733992000*10^-01,  -4.02093373305000*10^-01,  -2.42469216121000*10^-01}  
{-5.48702439264000*10^-01,  -8.26953099207000*10^-01,  -1.22777053465000*10^-01}  
{-2.90134278456000*10^-01,   3.57213534930000*10^-02,  -9.56319029074000*10^-01}  
{ 2.16358303511000*10^-01,  -1.37282240031000*10^-01,  -9.66614023835000*10^-01}  
{ 5.50337650792000*10^-01,   3.28983385938000*10^-01,   7.67397160470000*10^-01}  
{-1.36784564067000*10^-01,  -9.82677828714000*10^-01,  -1.25037066449000*10^-01}  
{ 8.79246481057000*10^-01,  -4.49739406200000*10^-01,   1.57035321056000*10^-01}  
{-1.96444534468000*10^-01,  -9.41944890171000*10^-01,  -2.72303817009000*10^-01}  
{ 9.29256952414000*10^-01,  -3.01794983111000*10^-01,   2.13075818806000*10^-01}  
{-6.63115908508000*10^-01,  -7.44992409905000*10^-01,  -7.25506793070000*10^-02}  
{ 4.13395436804000*10^-01,   1.00044800606000*10^-01,  -9.05038811710000*10^-01}  
{ 4.23989860150000*10^-02,  -1.44990085096000*10^-01,   9.88524254234000*10^-01}  
{-3.52279428350000*10^-01,  -6.25461327344000*10^-01,   6.96202077244000*10^-01}  
{ 1.32435621782000*10^-01,   8.16860097980000*10^-01,   5.61427098039000*10^-01}  
{ 8.19161943483000*10^-01,  -2.91506638233000*10^-01,  -4.93961122169000*10^-01}  
{-4.73690036744000*10^-01,  -7.18274353435000*10^-01,  -5.09607400150000*10^-01}  
{-1.06870797663000*10^-01,   9.87155854644000*10^-01,  -1.18751636830000*10^-01}  
{ 7.75995004305000*10^-01,   3.22045755823000*10^-01,   5.42326732193000*10^-01}  
{ 5.97467993239000*10^-01,  -7.80447542180000*10^-01,   1.84210832908000*10^-01}  
{ 9.21217265417000*10^-01,  -3.77948335978000*10^-01,  -9.22702835660000*10^-02}  
{-9.26582256680000*10^-02,   7.67497288508000*10^-01,  -6.34320396448000*10^-01}  
{ 1.10869032652000*10^-01,  -9.65962257856000*10^-01,  -2.33719862219000*10^-01}  
{-5.64805825740000*10^-01,  -8.04385542170000*10^-01,   1.84277721819000*10^-01}  
{ 2.63628706814000*10^-01,   9.31524131586000*10^-01,  -2.50524843513000*10^-01}  
{-6.64861172707000*10^-01,  -7.07594283602000*10^-01,   2.39311409759000*10^-01}  
{-1.83571013750000*10^-02,   9.99652265108000*10^-01,   1.89305492270000*10^-02}  
{-1.86140730421000*10^-01,  -8.90690638190000*10^-01,   4.14755127176000*10^-01}  
{ 2.33210449900000*10^-01,  -7.84610725633000*10^-01,  -5.74455303117000*10^-01}  
{ 1.40632907200000*10^-01,  -8.64345779875000*10^-01,  -4.82834089750000*10^-01}  
{-2.97884468541000*10^-01,   9.50982154000000*10^-03,   9.54554559308000*10^-01}  
{ 4.26134122001000*10^-01,   7.29797944773000*10^-01,   5.34607023777000*10^-01}  
{-9.65517480858000*10^-01,  -3.84943833280000*10^-02,   2.57476555457000*10^-01}  
{ 4.68538488200000*10^-01,  -8.83426083156000*10^-01,  -5.48093746600000*10^-03}  
{-6.77085608561000*10^-01,   5.43878858116000*10^-01,   4.95732656150000*10^-01}  
{-1.08725225060000*10^-01,   3.01802406047000*10^-01,  -9.47150533516000*10^-01}  
{-2.29854921716000*10^-01,   6.62360021868000*10^-01,   7.13053936525000*10^-01}  
{ 4.98791160466000*10^-01,   2.16784055494000*10^-01,  -8.39173433520000*10^-01}  
{ 6.36111381037000*10^-01,   7.09012203335000*10^-01,  -3.04407632028000*10^-01}  
{ 3.92375408300000*10^-01,  -3.20629681680000*10^-02,   9.19246161283000*10^-01}  
{-1.76969706340000*10^-01,   9.84005986919000*10^-01,   2.03455337920000*10^-02}  
{ 7.29086791316000*10^-01,  -5.39148401100000*10^-02,   6.82294394484000*10^-01}  
{-5.19552874181000*10^-01,  -6.04162130379000*10^-01,  -6.04196103220000*10^-01}  
{-3.01616055427000*10^-01,  -4.92210573727000*10^-01,  -8.16551594340000*10^-01}  
{ 5.05203468106000*10^-01,  -3.62323889346000*10^-01,  -7.83256570367000*10^-01}  
{-8.95519498767000*10^-01,   4.20678065999000*10^-01,   1.45171595415000*10^-01}  
{-5.15392547129000*10^-01,   1.77797132654000*10^-01,  -8.38307045171000*10^-01}  
{-3.66457909520000*10^-02,   1.44814969855000*10^-01,   9.88779910046000*10^-01}  
{-5.19335679636000*10^-01,   6.38757390734000*10^-01,  -5.67696615844000*10^-01}  
{-9.53441898799000*10^-01,  -1.65680606930000*10^-02,  -3.01121312730000*10^-01}  
{-3.32878816042000*10^-01,   1.54547730276000*10^-01,   9.30218626398000*10^-01}  
{-3.41873638021000*10^-01,   9.08704457088000*10^-01,  -2.39538358715000*10^-01}  
{-9.28086524797000*10^-01,   1.30955140232000*10^-01,  -3.48577328202000*10^-01}  
{-6.01185408311000*10^-01,   7.33849890359000*10^-01,   3.16291705952000*10^-01}  
{ 5.78712470559000*10^-01,  -7.30537781961000*10^-01,  -3.62500242134000*10^-01}  
{ 6.69839615453000*10^-01,   2.58223893101000*10^-01,   6.96157532891000*10^-01}  
{-2.35227366554000*10^-01,  -4.04522065299000*10^-01,   8.83759008277000*10^-01}  
{-7.69998147410000*10^-02,   9.02809433728000*10^-01,   4.23091189817000*10^-01}  
{-8.11291185500000*10^-03,  -8.58373449714000*10^-01,  -5.12961208559000*10^-01}  
{ 1.40407545204000*10^-01,   6.55664288702000*10^-01,  -7.41882781692000*10^-01}  
{-6.94476553227000*10^-01,   3.00292366976000*10^-01,  -6.53855344364000*10^-01}  
{ 5.13520582727000*10^-01,   7.61331862056000*10^-01,   3.95816127684000*10^-01}  
{-3.18454555989000*10^-01,  -9.38027119634000*10^-01,   1.36718025883000*10^-01}  
{ 2.77459605384000*10^-01,  -2.95627795790000*10^-01,   9.14122734504000*10^-01}  
{-2.39263470549000*10^-01,  -9.70934859327000*10^-01,   6.20407963600000*10^-03}  
{-2.49335728790000*10^-02,  -4.55528482731000*10^-01,  -8.89871967400000*10^-01}  
{-2.91618726386000*10^-01,  -8.07992764522000*10^-01,   5.11963095254000*10^-01}  
{-2.93863180450000*10^-02,   8.53833404938000*10^-01,  -5.19716231152000*10^-01}  
{-7.17983920760000*10^-02,  -1.47977473750000*10^-01,  -9.86381091748000*10^-01}  
{ 2.69700731059000*10^-01,   1.35687905336000*10^-01,  -9.53336408626000*10^-01}  
{ 5.84922324121000*10^-01,  -8.09963758580000*10^-01,   4.27151557640000*10^-02}  
{ 7.69974328461000*10^-01,  -5.07391605242000*10^-01,   3.86902174252000*10^-01}  
{-8.46537177768000*10^-01,  -5.31104218406000*10^-01,   3.60986959350000*10^-02}  
{-9.09054353916000*10^-01,  -4.03322735632000*10^-01,   1.04646799033000*10^-01}  
{ 6.44812258529000*10^-01,   6.75554747499000*10^-01,   3.57551303147000*10^-01}  
{-9.22781398815000*10^-01,   3.63603600950000*10^-01,  -1.27541802467000*10^-01}  
{ 9.96953706623000*10^-01,  -7.58133870720000*10^-02,   1.83204037020000*10^-02}  
{ 8.96058221101000*10^-01,  -2.84633934470000*10^-01,  -3.40680477493000*10^-01}  
{ 4.41899243066000*10^-01,   3.64024833157000*10^-01,  -8.19884735693000*10^-01}  
{ 6.91730777500000*10^-02,   5.50179206131000*10^-01,  -8.32176619748000*10^-01}  
{-1.72186854775000*10^-01,  -8.36910909412000*10^-01,  -5.19549628766000*10^-01}  
{-5.92280003147000*10^-01,   6.62363224241000*10^-01,   4.58780292782000*10^-01}  
{ 9.94056994970000*10^-01,   8.42158976570000*10^-02,   6.89809635530000*10^-02}  
{-3.81126320413000*10^-01,  -6.76593379184000*10^-01,  -6.30050892495000*10^-01}  
{-4.11994871893000*10^-01,   4.27505929106000*10^-01,   8.04673167263000*10^-01}  
{ 1.36137327797000*10^-01,   9.90336220949000*10^-01,   2.64725793310000*10^-02}  
{-4.52439875706000*10^-01,  -8.82979558558000*10^-01,   1.25081005913000*10^-01}  
{ 4.15013976502000*10^-01,  -7.87177291664000*10^-01,   4.56196570347000*10^-01}  
{-8.32695627062000*10^-01,  -1.50826090188000*10^-01,   5.32794034493000*10^-01}  
{-4.81685860216000*10^-01,   4.12287089617000*10^-01,  -7.73303360786000*10^-01}  
{ 3.72890914944000*10^-01,   8.25551334665000*10^-01,   4.23576863609000*10^-01}  
{-1.06079136889000*10^-01,   9.15139322270000*10^-01,  -3.88930890456000*10^-01}  
{-7.60071365212000*10^-01,  -4.01782068530000*10^-01,  -5.10747187161000*10^-01}  
{ 1.70988413478000*10^-01,  -7.97827701318000*10^-01,   5.78129675304000*10^-01}  
{ 3.56902028014000*10^-01,  -1.77900068127000*10^-01,  -9.17045532218000*10^-01}  
{ 4.50936325824000*10^-01,   8.46374378991000*10^-01,   2.83384616095000*10^-01}  
{ 9.48475807899000*10^-01,  -2.27966249200000*10^-03,   3.16841356153000*10^-01}  
{ 9.00652522269000*10^-01,  -1.20386606226000*10^-01,   4.17530955944000*10^-01}  
{-8.51152915593000*10^-01,   4.98848128549000*10^-01,  -1.63368475906000*10^-01}  
{-3.45455025790000*10^-02,   9.65399825933000*10^-01,  -2.58475887347000*10^-01}  
{ 7.82961410930000*10^-01,  -6.20979077329000*10^-01,  -3.68295331770000*10^-02}  
{-8.32919501678000*10^-01,  -5.40143529881000*10^-01,  -1.20374710186000*10^-01}  
{-5.99961341164000*10^-01,  -2.28240241041000*10^-01,   7.66780791020000*10^-01}  
{-6.69092867428000*10^-01,   3.36343961432000*10^-01,   6.62712210817000*10^-01}  
{ 5.45258264090000*10^-01,   6.11017370180000*10^-02,  -8.36038278535000*10^-01}  
{-2.19739319263000*10^-01,   2.94333295218000*10^-01,   9.30098136164000*10^-01}  
{-7.83467979996000*10^-01,   4.74268069567000*10^-01,   4.01556624289000*10^-01}  
{-8.00227851542000*10^-01,   2.87844431015000*10^-01,  -5.26099771098000*10^-01}  
{-3.94359926324000*10^-01,  -9.18919719352000*10^-01,  -8.17299793900000*10^-03}  
{ 3.56218610079000*10^-01,  -8.83520348948000*10^-01,  -3.04138282413000*10^-01}  
{-1.67174432186000*10^-01,  -2.79065419044000*10^-01,   9.45608376188000*10^-01}  
{-4.17421064908000*10^-01,   9.02748156511000*10^-01,  -1.03949124514000*10^-01}  
{ 4.89772404920000*10^-02,   9.91617548066000*10^-01,  -1.19565330595000*10^-01}  
{ 4.88326711379000*10^-01,  -2.15199327753000*10^-01,  -8.45710513289000*10^-01}  
{ 8.01389167832000*10^-01,  -5.88366555690000*10^-01,   1.07704214529000*10^-01}  
{-2.32240559344000*10^-01,   5.44163159484000*10^-01,  -8.06195248346000*10^-01}  
{-9.37957955141000*10^-01,  -1.90175307469000*10^-01,   2.89945213476000*10^-01}  
{ 1.84622180927000*10^-01,   7.17122237573000*10^-01,   6.72049363282000*10^-01}  
{-1.10854280440000*10^-02,  -9.84635621073000*10^-01,   1.74269351864000*10^-01}  
{ 4.93279276180000*10^-02,   9.17806291938000*10^-01,  -3.93952238268000*10^-01}  
{ 8.86195069242000*10^-01,  -1.65503886073000*10^-01,  -4.32743299134000*10^-01}  
{ 9.50720260928000*10^-01,  -1.53653316021000*10^-01,   2.69298429138000*10^-01}  
{ 8.04365359040000*10^-01,   5.89368277359000*10^-01,  -7.51092725260000*10^-02}  
{ 5.15360830921000*10^-01,  -9.87563644680000*10^-02,   8.51263998081000*10^-01}  
{-3.19066794266000*10^-01,  -2.15774615135000*10^-01,  -9.22842183832000*10^-01}  
{ 2.58126734087000*10^-01,  -6.87913005146000*10^-01,  -6.78340833579000*10^-01}  
{ 1.52271407919000*10^-01,  -4.95910652161000*10^-01,   8.54918734971000*10^-01}  
{ 6.97067612496000*10^-01,   2.86875609849000*10^-01,  -6.57114242794000*10^-01}  
{-1.63815789556000*10^-01,  -9.75186298976000*10^-01,   1.48916316708000*10^-01}  
{-9.30634322000000*10^-04,   9.54846828943000*10^-01,   2.97097066928000*10^-01}  
{-4.23735569033000*10^-01,   2.95707566596000*10^-01,  -8.56157230066000*10^-01}  
{ 3.88427928936000*10^-01,  -6.07634180894000*10^-01,  -6.92751359603000*10^-01}  
{ 9.95978798157000*10^-01,   4.32738320650000*10^-02,  -7.84449429870000*10^-02}  
{-3.46530716119000*10^-01,  -8.95172485814000*10^-01,  -2.80326030592000*10^-01}  
{ 5.03684457164000*10^-01,  -8.22586346569000*10^-01,  -2.63919817462000*10^-01}  
{-6.50909917040000*10^-01,   7.37178595868000*10^-01,   1.81339454319000*10^-01}  
{ 1.46658168250000*10^-02,   3.37810416470000*10^-02,  -9.99321647440000*10^-01}  
{-7.84281992870000*10^-02,  -7.78951269961000*10^-01,  -6.22160699967000*10^-01}  
{-5.10679740456000*10^-01,  -8.57587354940000*10^-02,  -8.55483279775000*10^-01}  
{-6.44224953232000*10^-01,  -6.56525836568000*10^-01,   3.92362122984000*10^-01}  
{-1.18400210710000*10^-01,   4.25448484028000*10^-01,   8.97203977667000*10^-01}  
{-9.79699460450000*10^-01,  -1.79403251095000*10^-01,  -8.94619510740000*10^-02}  
{-7.64747454715000*10^-01,  -6.29732431471000*10^-01,   1.36375933585000*10^-01}  
{-2.31498155115000*10^-01,  -7.37092089207000*10^-01,  -6.34904604021000*10^-01}  
{-3.91726928672000*10^-01,   7.00259297268000*10^-01,  -5.96813982698000*10^-01}  
{ 5.02162176480000*10^-01,  -5.50273834609000*10^-01,   6.67107079454000*10^-01}  
{-8.19705720934000*10^-01,   5.09858193001000*10^-01,   2.61011789191000*10^-01}  
{-2.00244027168000*10^-01,  -6.36226326087000*10^-01,   7.45062676275000*10^-01}  
{-2.16757776990000*10^-02,   8.33093792869000*10^-01,   5.52706877959000*10^-01}  
{ 5.86682382525000*10^-01,   1.66132209364000*10^-01,   7.92593130835000*10^-01}  
{-1.88515298880000*10^-01,   9.49100364997000*10^-01,  -2.52330099773000*10^-01}  
{-6.60462720717000*10^-01,  -3.35151028022000*10^-01,   6.71909802696000*10^-01}  
{ 9.22104567008000*10^-01,   1.51067002723000*10^-01,   3.56232968985000*10^-01}  
{ 9.08191859938000*10^-01,   3.91755778249000*10^-01,   1.47359953008000*10^-01}  
{-4.39568441544000*10^-01,   1.59754864890000*10^-02,   8.98067018117000*10^-01}  
{ 3.70626194577000*10^-01,   1.42800903167000*10^-01,   9.17738593472000*10^-01}  
{ 6.58934149921000*10^-01,   7.43601478064000*10^-01,   1.13413526036000*10^-01}  
{ 3.02014428669000*10^-01,  -8.37989299563000*10^-01,  -4.54490064461000*10^-01}  
{-5.74681285157000*10^-01,   4.89425603430000*10^-02,   8.16912508337000*10^-01}  
{ 3.75826877803000*10^-01,  -7.27943338262000*10^-01,  -5.73456758789000*10^-01}  
