{ 0.00000000000000*10^+00,   0.00000000000000*10^+00,   1.00000000000000*10^+00} 
{ 2.45012597894000*10^-01,   2.73511319470000*10^-01,  -9.30139981398000*10^-01} 
{-3.97543828353000*10^-01,   7.86664299583000*10^-01,   4.72353876136000*10^-01} 
{ 7.80823243446000*10^-01,   5.91392516953000*10^-01,   2.01419843577000*10^-01} 
{-5.07700655907000*10^-01,   7.97188316984000*10^-01,   3.26696849167000*10^-01} 
{-1.56339797262000*10^-01,   3.85589324180000*10^-02,  -9.86950392129000*10^-01} 
{-1.96504821550000*10^-02,   6.30845389544000*10^-01,   7.75659688937000*10^-01} 
{ 6.70883562301000*10^-01,   5.20859287747000*10^-01,   5.27845477581000*10^-01} 
{ 4.11708048294000*10^-01,  -4.39685368347000*10^-01,   7.98231332279000*10^-01} 
{ 1.43419176759000*10^-01,  -9.73339022567000*10^-01,   1.79003035970000*10^-01} 
{-4.81219797190000*10^-02,  -2.79214200751000*10^-01,  -9.59022265209000*10^-01} 
{-2.25875814863000*10^-01,  -7.02916248181000*10^-01,   6.74454493871000*10^-01} 
{-6.57123424630000*10^-01,  -7.37646073182000*10^-01,  -1.55135668119000*10^-01} 
{-3.88586445133000*10^-01,   4.25085231508000*10^-01,  -8.17498085999000*10^-01} 
{ 7.85028167336000*10^-01,   4.16686378778000*10^-01,   4.58370197797000*10^-01} 
{ 2.46455857045000*10^-01,  -8.83495266551000*10^-01,  -3.98366193985000*10^-01} 
{-5.94492757087000*10^-01,   7.87264231717000*10^-01,   1.63686869451000*10^-01} 
{-9.76676400245000*10^-01,   1.17586023703000*10^-01,   1.79657274370000*10^-01} 
{-5.19574217670000*10^-02,  -8.97446605665000*10^-01,   4.38052526878000*10^-01} 
{ 8.40974046922000*10^-01,  -1.57012635105000*10^-01,   5.17793090743000*10^-01} 
{-1.20366404230000*10^-01,   9.79689526129000*10^-01,   1.60375687452000*10^-01} 
{ 2.76118663216000*10^-01,   9.16407091993000*10^-01,   2.89752524698000*10^-01} 
{ 6.92346567992000*10^-01,   6.75447453730000*10^-02,   7.18396782539000*10^-01} 
{ 7.56020493550000*10^-01,  -4.28574245741000*10^-01,   4.94729349463000*10^-01} 
{-5.43816257361000*10^-01,   7.01198881741000*10^-01,   4.61068331677000*10^-01} 
{-1.30490027609000*10^-01,   8.58032744161000*10^-01,  -4.96741545115000*10^-01} 
{ 6.31790859678000*10^-01,  -4.80715700789000*10^-01,  -6.08072959967000*10^-01} 
{ 4.49773257800000*10^-03,   7.18057053891000*10^-01,  -6.95969710375000*10^-01} 
{-1.68263954934000*10^-01,  -2.44216909282000*10^-01,   9.55010650564000*10^-01} 
{-3.60576159192000*10^-01,  -9.24744712323000*10^-01,   1.21786905919000*10^-01} 
{-9.68892249665000*10^-01,  -1.66944802875000*10^-01,  -1.82694393269000*10^-01} 
{ 5.00504039374000*10^-01,  -4.77055997286000*10^-01,  -7.22435659435000*10^-01} 
{ 4.89735611383000*10^-01,   7.26737819377000*10^-01,   4.81675381175000*10^-01} 
{-5.80481357271000*10^-01,   9.52415785500000*10^-03,  -8.14217835888000*10^-01} 
{-1.23840318850000*10^-01,   6.35008042072000*10^-01,  -7.62514499489000*10^-01} 
{ 9.95534228851000*10^-01,  -8.41161052800000*10^-02,   4.28495042910000*10^-02} 
{-7.86133393809000*10^-01,   5.90556806678000*10^-01,  -1.82310025025000*10^-01} 
{ 9.67317918241000*10^-01,   2.33005521021000*10^-01,  -1.00022358615000*10^-01} 
{ 3.03713469991000*10^-01,   6.67388408694000*10^-01,  -6.79963852044000*10^-01} 
{ 1.68267715646000*10^-01,   7.69392287556000*10^-01,  -6.16215452355000*10^-01} 
{-9.52282619420000*10^-02,   3.26990053968000*10^-01,  -9.40217572019000*10^-01} 
{-8.44862545178000*10^-01,   2.15726586776000*10^-01,   4.89560332863000*10^-01} 
{-5.58866882408000*10^-01,   7.68676799361000*10^-01,  -3.11133067788000*10^-01} 
{ 5.73363394533000*10^-01,   4.62058201459000*10^-01,   6.76577147319000*10^-01} 
{-8.28060596561000*10^-01,  -2.72514061684000*10^-01,  -4.89950747124000*10^-01} 
{ 9.18098999212000*10^-01,  -1.35720612373000*10^-01,   3.72389772985000*10^-01} 
{-7.83049685826000*10^-01,   5.25624243436000*10^-01,  -3.32494126626000*10^-01} 
{ 4.09585220885000*10^-01,  -1.94406599803000*10^-01,  -8.91317014751000*10^-01} 
{ 9.75696943340000*10^-01,   8.94294848640000*10^-02,  -2.00044600011000*10^-01} 
{ 6.29349532467000*10^-01,  -7.04323472087000*10^-01,  -3.28401602692000*10^-01} 
{-6.14300278410000*10^-01,   3.27460601219000*10^-01,  -7.17916932935000*10^-01} 
{ 2.03194189190000*10^-02,   4.39343694945000*10^-01,  -8.98089215461000*10^-01} 
{-2.77651055059000*10^-01,   8.67975311886000*10^-01,  -4.11738690897000*10^-01} 
{-6.98975225984000*10^-01,   3.21224699300000*10^-03,   7.15138668323000*10^-01} 
{ 2.99322065704000*10^-01,   1.17679499859000*10^-01,  -9.46867380521000*10^-01} 
{ 3.38881200990000*10^-01,   9.38961926966000*10^-01,  -5.92455173410000*10^-02} 
{-3.24859297500000*10^-02,  -9.86023822073000*10^-01,   1.63406507438000*10^-01} 
{-3.15874392002000*10^-01,   4.93834191135000*10^-01,   8.10155022291000*10^-01} 
{-4.79330781450000*10^-02,  -6.80591642114000*10^-01,  -7.31093316002000*10^-01} 
{ 1.30292670346000*10^-01,  -8.82810242427000*10^-01,   4.51298012316000*10^-01} 
{ 2.44652295008000*10^-01,  -1.77796092993000*10^-01,  -9.53170396028000*10^-01} 
{-1.04750752217000*10^-01,  -5.43513214898000*10^-01,  -8.32838919084000*10^-01} 
{ 5.95287474765000*10^-01,   9.18624241540000*10^-02,  -7.98244397047000*10^-01} 
{-4.90757193942000*10^-01,  -3.12514004104000*10^-01,  -8.13321814433000*10^-01} 
{-2.45475849823000*10^-01,   3.81004223452000*10^-01,  -8.91390704947000*10^-01} 
{-7.15335567085000*10^-01,   7.20851237040000*10^-02,  -6.95053063733000*10^-01} 
{ 3.00655820893000*10^-01,  -9.46882741496000*10^-01,  -1.14101495263000*10^-01} 
{-6.57984689721000*10^-01,  -4.97375518740000*10^-01,  -5.65396976867000*10^-01} 
{ 5.46840475096000*10^-01,  -3.49471721210000*10^-01,   7.60812073295000*10^-01} 
{-5.54413990720000*10^-02,  -8.76246046947000*10^-01,  -4.78663886750000*10^-01} 
{ 3.83196333748000*10^-01,  -5.96125719058000*10^-01,  -7.05545673136000*10^-01} 
{-3.00156678353000*10^-01,  -9.13863678649000*10^-01,   2.73421186610000*10^-01} 
{-7.38774264191000*10^-01,  -6.62644428495000*10^-01,   1.22942864589000*10^-01} 
{-9.22720685778000*10^-01,  -2.96694574654000*10^-01,   2.46087109390000*10^-01} 
{ 1.29451250904000*10^-01,   6.78809569449000*10^-01,   7.22813905555000*10^-01} 
{ 1.97916002235000*10^-01,  -7.85047659226000*10^-01,   5.86966292732000*10^-01} 
{ 2.98176198683000*10^-01,  -8.35332271750000*10^-01,   4.61855984386000*10^-01} 
{ 1.26368252935000*10^-01,  -3.05076099506000*10^-01,  -9.43906583387000*10^-01} 
{-7.62827443867000*10^-01,  -6.44316348111000*10^-01,  -5.43206631090000*10^-02} 
{ 6.77283619293000*10^-01,  -6.79820035617000*10^-01,   2.81303427302000*10^-01} 
{ 5.55906623769000*10^-01,  -7.02367140300000*10^-03,   8.31215070659000*10^-01} 
{-8.98521753484000*10^-01,  -4.14289595049000*10^-01,   1.44992378934000*10^-01} 
{ 5.72273493288000*10^-01,   8.05153590780000*10^-01,   1.55662275883000*10^-01} 
{-8.71016261519000*10^-01,   3.34222381072000*10^-01,   3.60036209511000*10^-01} 
{-3.17215074146000*10^-01,  -7.79515150831000*10^-01,   5.40121029362000*10^-01} 
{ 7.98200219974000*10^-01,   6.01610527897000*10^-01,   3.06786824550000*10^-02} 
{ 9.31189960025000*10^-01,  -3.64059366604000*10^-01,   1.86020411730000*10^-02} 
{-4.02118405808000*10^-01,  -8.51420067394000*10^-01,  -3.36726382318000*10^-01} 
{ 3.04306316808000*10^-01,   3.26303214735000*10^-01,   8.94943505258000*10^-01} 
{ 8.13119509496000*10^-01,   1.40066674312000*10^-01,  -5.64993796448000*10^-01} 
{ 1.37241343124000*10^-01,  -2.68156121957000*10^-01,   9.53549740703000*10^-01} 
{-1.03507817347000*10^-01,  -1.22794109811000*10^-01,  -9.87019624093000*10^-01} 
{ 6.04772879040000*10^-02,  -5.68991105688000*10^-01,  -8.20116832711000*10^-01} 
{ 3.25523647641000*10^-01,   7.72441306287000*10^-01,  -5.45315306193000*10^-01} 
{ 4.54113109694000*10^-01,   1.03890570419000*10^-01,  -8.84866110201000*10^-01} 
{ 8.13636001688000*10^-01,   5.04590653536000*10^-01,  -2.88764140990000*10^-01} 
{-4.04209180038000*10^-01,  -6.66990226403000*10^-01,   6.25890546865000*10^-01} 
{-7.16522660404000*10^-01,  -5.72739153126000*10^-01,  -3.98202385231000*10^-01} 
{ 8.69518111098000*10^-01,  -3.41357628700000*10^-03,  -4.93889260837000*10^-01} 
{ 8.04375144991000*10^-01,   2.63917579332000*10^-01,   5.32285766709000*10^-01} 
{ 6.69254525239000*10^-01,   6.94109550682000*10^-01,   2.65160917366000*10^-01} 
{ 5.94948880165000*10^-01,   8.03532053572000*10^-01,  -1.92890869050000*10^-02} 
{-2.09181896743000*10^-01,  -8.48307069181000*10^-01,  -4.86434014491000*10^-01} 
{ 2.26390639324000*10^-01,  -9.73519659302000*10^-01,   3.17293457150000*10^-02} 
{-2.90432886382000*10^-01,   1.87732453319000*10^-01,   9.38299133794000*10^-01} 
{-1.97807685823000*10^-01,  -9.70823803780000*10^-01,   1.35548004200000*10^-01} 
{-8.57615901078000*10^-01,   3.66390870273000*10^-01,  -3.60905384276000*10^-01} 
{ 1.22159287223000*10^-01,  -9.85188492252000*10^-01,  -1.20335960043000*10^-01} 
{ 7.64084665280000*10^-02,   2.87600834053000*10^-01,  -9.54697599502000*10^-01} 
{-7.18777987061000*10^-01,   6.81298354977000*10^-01,   1.38530707144000*10^-01} 
{-8.52987892877000*10^-01,  -5.06818105294000*10^-01,  -1.24687861281000*10^-01} 
{-5.51739711511000*10^-01,  -5.84974465169000*10^-01,   5.94464604364000*10^-01} 
{-7.12131503414000*10^-01,  -1.59305057816000*10^-01,   6.83732857482000*10^-01} 
{-6.79621088826000*10^-01,   6.56528293366000*10^-01,  -3.27239630290000*10^-01} 
{ 3.66687364819000*10^-01,  -8.89616495853000*10^-01,  -2.72255150159000*10^-01} 
{-2.73679028594000*10^-01,  -8.48055161180000*10^-02,  -9.58075056425000*10^-01} 
{ 1.98932123896000*10^-01,   9.23687689297000*10^-01,  -3.27455436240000*10^-01} 
{-2.57506327730000*10^-01,  -9.65858089187000*10^-01,  -2.84366441530000*10^-02} 
{ 2.27614960497000*10^-01,   8.61990089277000*10^-01,   4.52950897721000*10^-01} 
{-7.16210873520000*10^-01,  -3.45591759428000*10^-01,  -6.06307117283000*10^-01} 
{-4.09722837116000*10^-01,   9.02859925485000*10^-01,  -1.30273372945000*10^-01} 
{ 8.15657142200000*10^-03,  -4.28343157952000*10^-01,  -9.03579332089000*10^-01} 
{-8.73419566351000*10^-01,   4.40519098443000*10^-01,  -2.07560075694000*10^-01} 
{-2.70909963503000*10^-01,   5.41304987362000*10^-01,  -7.95987878257000*10^-01} 
{-2.31213739031000*10^-01,  -8.78041590017000*10^-01,   4.19026458692000*10^-01} 
{ 1.51754808971000*10^-01,   4.06019633059000*10^-01,   9.01176195605000*10^-01} 
{ 9.46939014431000*10^-01,   1.79488907795000*10^-01,   2.66627520947000*10^-01} 
{ 1.88421571784000*10^-01,   9.82007414967000*10^-01,   1.25995332130000*10^-02} 
{-2.54495853687000*10^-01,   9.60920333531000*10^-01,  -1.08921866778000*10^-01} 
{-5.50637287044000*10^-01,   8.20787734430000*10^-01,  -1.52006819340000*10^-01} 
{-5.22617663777000*10^-01,   4.58047863157000*10^-01,  -7.19070881461000*10^-01} 
{ 1.78926354787000*10^-01,  -4.49095122124000*10^-01,  -8.75385018633000*10^-01} 
{ 2.98094374270000*10^-01,  -3.26650056914000*10^-01,  -8.96905504692000*10^-01} 
{-3.31746721645000*10^-01,  -3.59944948863000*10^-01,  -8.71999854625000*10^-01} 
{-6.00846974427000*10^-01,  -2.62624777683000*10^-01,   7.54990820785000*10^-01} 
{-6.72641381529000*10^-01,   5.98551442008000*10^-01,   4.35074411019000*10^-01} 
{-1.40358347167000*10^-01,   7.61330880082000*10^-01,  -6.32988803546000*10^-01} 
{ 9.64402421637000*10^-01,  -2.38696054019000*10^-01,   1.13807569768000*10^-01} 
{ 3.44851939520000*10^-02,   9.95752109367000*10^-01,   8.53727596430000*10^-02} 
{-4.11158666107000*10^-01,   5.75755324284000*10^-01,  -7.06720848599000*10^-01} 
{-4.29722186710000*10^-01,   6.88937959275000*10^-01,  -5.83697978854000*10^-01} 
{ 2.06819349873000*10^-01,  -9.45088172559000*10^-01,  -2.53049605033000*10^-01} 
{-8.08275363180000*10^-01,  -5.44484606361000*10^-01,   2.24114815914000*10^-01} 
{ 1.57143767920000*10^-02,   4.69926362400000*10^-03,  -9.99865478594000*10^-01} 
{-6.78870640897000*10^-01,  -4.87380645064000*10^-01,   5.49176437718000*10^-01} 
{ 4.88603624360000*10^-02,   9.63470090299000*10^-01,  -2.63321191859000*10^-01} 
{-5.28227463691000*10^-01,  -8.12117789699000*10^-01,  -2.47871826266000*10^-01} 
{-1.65284133944000*10^-01,   4.22549136109000*10^-01,   8.91141617612000*10^-01} 
{-8.04948312964000*10^-01,  -2.80527263550000*10^-02,  -5.92681413577000*10^-01} 
{-4.55963746808000*10^-01,   4.02485393136000*10^-01,   7.93790003659000*10^-01} 
{-2.20607773617000*10^-01,  -2.45096930979000*10^-01,  -9.44065519254000*10^-01} 
{ 6.01374094347000*10^-01,   7.11381466421000*10^-01,  -3.63710885018000*10^-01} 
{-9.17496655455000*10^-01,  -3.49976857955000*10^-01,  -1.88986999882000*10^-01} 
{ 8.87594539201000*10^-01,   1.54916718849000*10^-01,   4.33793434945000*10^-01} 
{ 4.32710087427000*10^-01,   5.36994774505000*10^-01,   7.24153707712000*10^-01} 
{-9.24435617392000*10^-01,   1.75346606761000*10^-01,   3.38633071028000*10^-01} 
{ 1.48394060993000*10^-01,   6.58854871645000*10^-01,  -7.37488617384000*10^-01} 
{-4.64093146295000*10^-01,  -8.51694459512000*10^-01,   2.43380564547000*10^-01} 
{-3.04125581303000*10^-01,   6.33972884278000*10^-01,   7.11045717797000*10^-01} 
{ 6.15468474611000*10^-01,  -7.73735504642000*10^-01,   1.50106380996000*10^-01} 
{-3.51958422436000*10^-01,   2.53728308700000*10^-01,  -9.00970151692000*10^-01} 
{-1.53502771088000*10^-01,  -8.19848156673000*10^-01,   5.51621155566000*10^-01} 
{ 3.91292680481000*10^-01,  -7.20490160813000*10^-01,  -5.72524205928000*10^-01} 
{-5.55435383108000*10^-01,   6.90628400677000*10^-01,  -4.63167299546000*10^-01} 
{ 9.49042636955000*10^-01,  -2.62038064920000*10^-02,  -3.14056418128000*10^-01} 
{ 3.91269402471000*10^-01,   6.70407170953000*10^-01,   6.30446254509000*10^-01} 
{-1.00011898698000*10^-01,  -9.94930798707000*10^-01,  -1.05036138510000*10^-02} 
{-7.81356079900000*10^-03,  -1.72577949337000*10^-01,   9.84964872303000*10^-01} 
{-4.26213665925000*10^-01,   9.74276363030000*10^-02,   8.99360754460000*10^-01} 
{-4.26998559610000*10^-01,   6.78170090695000*10^-01,   5.98128379345000*10^-01} 
{ 3.48939138447000*10^-01,   9.07658516370000*10^-01,  -2.33232706370000*10^-01} 
{-1.02887141740000*10^-01,   9.76166419078000*10^-01,  -1.91084688891000*10^-01} 
{-4.55058254266000*10^-01,  -5.76574929840000*10^-02,   8.88593044496000*10^-01} 
{-1.25940761465000*10^-01,   4.96288128385000*10^-01,  -8.58974399051000*10^-01} 
{ 3.46848190789000*10^-01,  -4.66342271792000*10^-01,  -8.13769757417000*10^-01} 
{ 5.96540144583000*10^-01,  -6.74592751150000*10^-01,   4.34815450503000*10^-01} 
{ 2.91653349919000*10^-01,  -1.25290539610000*10^-02,   9.56442024531000*10^-01} 
{-4.32564681203000*10^-01,  -4.65454913749000*10^-01,  -7.72165474392000*10^-01} 
{ 7.73869118558000*10^-01,  -6.98878334530000*10^-02,   6.29477782037000*10^-01} 
{ 5.62403681200000*10^-02,  -9.51192888205000*10^-01,  -3.03428921533000*10^-01} 
{-5.83250727015000*10^-01,  -4.08554507256000*10^-01,  -7.02069657540000*10^-01} 
{ 8.71905342954000*10^-01,   3.60221402171000*10^-01,  -3.31695062288000*10^-01} 
{-3.87529460748000*10^-01,   9.21198340593000*10^-01,   3.48501699040000*10^-02} 
{-8.65401612946000*10^-01,   4.98575935583000*10^-01,  -5.00208433350000*10^-02} 
{-6.55012501637000*10^-01,   7.55585615253000*10^-01,  -7.00005150300000*10^-03} 
{ 7.83547126616000*10^-01,  -6.19821017441000*10^-01,  -4.33105842820000*10^-02} 
{-4.72502075564000*10^-01,  -3.69239478984000*10^-01,   8.00252457508000*10^-01} 
{-8.75147334174000*10^-01,  -1.16937703428000*10^-01,  -4.69513276708000*10^-01} 
{-3.65506635633000*10^-01,  -6.08024999282000*10^-01,  -7.04776914745000*10^-01} 
{ 3.04648005390000*10^-02,  -8.22925186371000*10^-01,   5.67332383673000*10^-01} 
{-8.27562954403000*10^-01,   5.50382962810000*10^-01,   1.10535744208000*10^-01} 
{-2.04383678185000*10^-01,   2.04451485438000*10^-01,  -9.57301886655000*10^-01} 
{-5.22498852930000*10^-02,   9.03205122509000*10^-01,   4.26016966987000*10^-01} 
{ 8.13721256443000*10^-01,  -1.89802554300000*10^-01,  -5.49393035262000*10^-01} 
{-9.49459752062000*10^-01,   1.47902378560000*10^-02,   3.13540153854000*10^-01} 
{-4.53102154720000*10^-01,   5.44613752292000*10^-01,   7.05757960070000*10^-01} 
{ 2.78621754785000*10^-01,   6.22574843062000*10^-01,   7.31280030185000*10^-01} 
{-9.87554407667000*10^-01,  -5.47995766130000*10^-02,   1.47422177099000*10^-01} 
{-7.09227162524000*10^-01,  -3.23079978624000*10^-01,   6.26590902703000*10^-01} 
{-3.25079423456000*10^-01,  -3.03600554782000*10^-01,   8.95628311065000*10^-01} 
{-1.11333992150000*10^-01,   8.20791595481000*10^-01,   5.60273057517000*10^-01} 
{-7.22478686802000*10^-01,   2.37661306453000*10^-01,  -6.49262389587000*10^-01} 
{-4.04117088000000*10^-04,   3.40841689962000*10^-01,   9.40120619428000*10^-01} 
{-3.27348939216000*10^-01,  -4.52191984101000*10^-01,   8.29677697367000*10^-01} 
{-8.38407466699000*10^-01,  -5.42669443203000*10^-01,   5.08212081450000*10^-02} 
{ 5.09298624554000*10^-01,  -5.39485983300000*10^-02,  -8.58897234694000*10^-01} 
{ 2.02151326498000*10^-01,   7.65033115661000*10^-01,   6.11440244944000*10^-01} 
{-6.43336394446000*10^-01,   7.02386734502000*10^-01,   3.04583582579000*10^-01} 
{ 5.50247919891000*10^-01,   2.49739390167000*10^-01,  -7.96779432249000*10^-01} 
{-5.41245463614000*10^-01,  -1.52956744892000*10^-01,  -8.26835885959000*10^-01} 
{ 1.50181451028000*10^-01,   7.86579601790000*10^-02,   9.85524457874000*10^-01} 
{-6.82360650242000*10^-01,  -8.83743188340000*10^-02,  -7.25654134400000*10^-01} 
{ 5.03214582138000*10^-01,  -8.08239920571000*10^-01,  -3.05815818948000*10^-01} 
{ 7.12977900835000*10^-01,   6.52907925713000*10^-01,  -2.55682915860000*10^-01} 
{ 7.27262186280000*10^-01,  -3.41873841128000*10^-01,  -5.95157113005000*10^-01} 
{ 8.27467686131000*10^-01,  -3.24590360436000*10^-01,  -4.58190273054000*10^-01} 
{-3.76233757840000*10^-02,  -9.85903440232000*10^-01,  -1.63030328875000*10^-01} 
{-2.75837373746000*10^-01,  -7.36795129274000*10^-01,  -6.17289786666000*10^-01} 
{ 5.77079023848000*10^-01,   1.56539433268000*10^-01,   8.01545510914000*10^-01} 
{ 4.53347163543000*10^-01,  -7.64989259526000*10^-01,   4.57457956666000*10^-01} 
{ 8.77832642827000*10^-01,   3.05660000146000*10^-01,   3.68757122641000*10^-01} 
{ 5.39490985771000*10^-01,   7.77724974208000*10^-01,   3.22634996187000*10^-01} 
{ 9.96383931966000*10^-01,   8.20282415560000*10^-02,  -2.21456024230000*10^-02} 
{ 9.72751888053000*10^-01,  -2.22567711408000*10^-01,  -6.49413437480000*10^-02} 
{-6.68344521893000*10^-01,   4.31513370269000*10^-01,  -6.05897525441000*10^-01} 
{-8.19784875851000*10^-01,   1.32640207121000*10^-01,  -5.57099033190000*10^-01} 
{ 2.97677581893000*10^-01,   1.62663869844000*10^-01,   9.40706395580000*10^-01} 
{ 3.63064015240000*10^-02,   5.75764097038000*10^-01,  -8.16809371745000*10^-01} 
{-8.06826376159000*10^-01,  -3.94888176370000*10^-02,   5.89467413871000*10^-01} 
{-9.13655769631000*10^-01,   3.98481924564000*10^-01,   8.02825660830000*10^-02} 
{-3.86474182276000*10^-01,  -2.02809863886000*10^-01,  -8.99725438978000*10^-01} 
{ 4.24530876170000*10^-01,  -1.01529278247000*10^-01,   8.99702918100000*10^-01} 
