{ 0.00000000000000*10^+00,   0.00000000000000*10^+00,   1.00000000000000*10^+00}  
{ 1.30407386794000*10^-01,  -8.32510551236000*10^-01,   5.38442286184000*10^-01}  
{ 3.13746637130000*10^-02,   4.62813834930000*10^-02,  -9.98435608349000*10^-01}  
{-4.62867641986000*10^-01,  -5.10933105923000*10^-01,  -7.24362414316000*10^-01}  
{ 8.36171707906000*10^-01,   1.95662998870000*10^-01,  -5.12379611002000*10^-01}  
{-7.20455802685000*10^-01,   9.08436866080000*10^-02,   6.87525171162000*10^-01}  
{-8.09096924002000*10^-01,   3.70325370508000*10^-01,   4.56312708050000*10^-01}  
{ 1.27002767639000*10^-01,   8.13992671912000*10^-01,   5.66821159702000*10^-01}  
{-7.76500065099000*10^-01,  -6.26308277025000*10^-01,   6.91779663760000*10^-02}  
{ 8.61826199128000*10^-01,  -1.76697429720000*10^-01,   4.75429932616000*10^-01}  
{-8.64573863906000*10^-01,  -3.89985249708000*10^-01,  -3.16896732171000*10^-01}  
{ 3.27324825550000*10^-02,   9.93664548912000*10^-01,  -1.07514412155000*10^-01}  
{ 1.74324204913000*10^-01,   9.30139763762000*10^-01,  -3.23188940791000*10^-01}  
{-6.99148678893000*10^-01,  -5.46497005402000*10^-01,  -4.61012090827000*10^-01}  
{ 5.63396475659000*10^-01,  -5.30358314642000*10^-01,  -6.33485966148000*10^-01}  
{-1.21897628827000*10^-01,  -9.43785977887000*10^-01,   3.07260469358000*10^-01}  
{-9.40470884399000*10^-01,  -1.72139685843000*10^-01,  -2.93057066380000*10^-01}  
{-8.93724084821000*10^-01,  -9.76869677340000*10^-02,   4.37852162888000*10^-01}  
{ 5.04955757288000*10^-01,   1.27014542165000*10^-01,  -8.53748785803000*10^-01}  
{-1.93694800599000*10^-01,   8.74265792310000*10^-01,   4.45131046566000*10^-01}  
{ 8.44701046880000*10^-01,  -6.04772550560000*10^-02,  -5.31810721048000*10^-01}  
{ 9.74484625909000*10^-01,   2.15873383359000*10^-01,  -6.14686605120000*10^-02}  
{-3.63606501461000*10^-01,  -6.27284690610000*10^-01,   6.88697487306000*10^-01}  
{-3.77631729087000*10^-01,   6.74609287150000*10^-01,  -6.34268544764000*10^-01}  
{ 4.05923102863000*10^-01,   3.93693152764000*10^-01,   8.24761866255000*10^-01}  
{ 4.78434985917000*10^-01,   5.92763181954000*10^-01,   6.47867096225000*10^-01}  
{-1.50813047682000*10^-01,  -6.38410131459000*10^-01,  -7.54776740964000*10^-01}  
{ 9.44497361620000*10^-01,   1.74609629423000*10^-01,   2.78273626500000*10^-01}  
{-2.74368136498000*10^-01,   4.18083597235000*10^-01,  -8.65983967171000*10^-01}  
{-6.07747399457000*10^-01,   5.75828273837000*10^-01,  -5.46868263390000*10^-01}  
{ 6.11600963993000*10^-01,   7.75060034307000*10^-01,  -1.58827592259000*10^-01}  
{-4.30895294089000*10^-01,  -8.17991482976000*10^-01,   3.81076343152000*10^-01}  
{-8.93372806547000*10^-01,  -4.10214788842000*10^-01,  -1.83327181667000*10^-01}  
{-6.53025201014000*10^-01,   5.28479609879000*10^-01,   5.42464182027000*10^-01}  
{-4.66549429420000*10^-01,  -2.84968284321000*10^-01,  -8.37331897660000*10^-01}  
{ 2.44330331294000*10^-01,   6.64427549404000*10^-01,  -7.06285155446000*10^-01}  
{-7.53132257094000*10^-01,  -1.92851266271000*10^-01,  -6.28967560708000*10^-01}  
{ 6.92228427382000*10^-01,   6.23845947196000*10^-01,  -3.62816811204000*10^-01}  
{ 8.24859802185000*10^-01,  -4.78139625533000*10^-01,   3.01643506867000*10^-01}  
{-5.16546331840000*10^-02,   3.77442926591000*10^-01,  -9.24591064221000*10^-01}  
{ 4.21042583830000*10^-01,   7.48057273112000*10^-01,   5.12965358233000*10^-01}  
{-8.45375594400000*10^-02,   4.20914133864000*10^-01,   9.03152641007000*10^-01}  
{ 8.33773718439000*10^-01,   5.51102727769000*10^-01,   3.32741624490000*10^-02}  
{ 9.50077667258000*10^-01,   6.34497126770000*10^-02,  -3.05493960888000*10^-01}  
{-5.44067799605000*10^-01,   5.13757594915000*10^-01,  -6.63357643433000*10^-01}  
{ 3.05418760296000*10^-01,  -2.94081870638000*10^-01,   9.05668390870000*10^-01}  
{ 4.35809961878000*10^-01,   8.96466810422000*10^-01,  -8.01057734470000*10^-02}  
{ 4.42811401417000*10^-01,  -8.47664794122000*10^-01,   2.92202771343000*10^-01}  
{-8.73443419072000*10^-01,   1.41296386679000*10^-01,   4.65974167515000*10^-01}  
{-8.68041547489000*10^-01,   3.70590489312000*10^-01,  -3.30403633552000*10^-01}  
{ 4.52181738195000*10^-01,  -2.67258170593000*10^-01,  -8.50943444592000*10^-01}  
{ 9.48333676823000*10^-01,  -6.82238658220000*10^-02,  -3.09852773969000*10^-01}  
{ 1.43021186370000*10^-02,  -7.97271983236000*10^-01,   6.03450771935000*10^-01}  
{-2.09029513047000*10^-01,  -7.17209272887000*10^-01,  -6.64768773003000*10^-01}  
{-8.06120368517000*10^-01,   6.37975348600000*10^-03,  -5.91717204590000*10^-01}  
{ 6.57078341251000*10^-01,   7.53474537489000*10^-01,  -2.28948643880000*10^-02}  
{-1.84714305434000*10^-01,  -9.72529966580000*10^-01,  -1.41654825093000*10^-01}  
{-8.99769627957000*10^-01,  -4.27144765034000*10^-01,   8.92298509990000*10^-02}  
{-4.00697023099000*10^-01,   2.19796358318000*10^-01,   8.89455708032000*10^-01}  
{-6.86433222244000*10^-01,  -3.76534464944000*10^-01,   6.22118339313000*10^-01}  
{-4.99396116704000*10^-01,   5.08012091293000*10^-01,   7.01802845336000*10^-01}  
{-2.16549757030000*10^-02,  -6.25838260456000*10^-01,  -7.79652187695000*10^-01}  
{-1.08642692112000*10^-01,   9.87811391340000*10^-01,  -1.11469370629000*10^-01}  
{ 6.74292892042000*10^-01,   4.61417113562000*10^-01,   5.76561655900000*10^-01}  
{ 4.56692275534000*10^-01,  -7.19314709810000*10^-02,   8.86711919932000*10^-01}  
{ 9.21819331050000*10^-01,  -3.84434810687000*10^-01,   4.95882771800000*10^-02}  
{ 8.83867226510000*10^-02,   5.68048673967000*10^-01,   8.18234985358000*10^-01}  
{-5.78509943373000*10^-01,  -5.63245534603000*10^-01,   5.89983655000000*10^-01}  
{ 6.89263880708000*10^-01,   7.16029833269000*10^-01,   1.10528641631000*10^-01}  
{ 4.94550500904000*10^-01,  -7.29303886998000*10^-01,  -4.72795560962000*10^-01}  
{ 1.86175883822000*10^-01,   4.82259173730000*10^-01,   8.56016722755000*10^-01}  
{ 1.07870898332000*10^-01,  -2.19433037468000*10^-01,   9.69645817482000*10^-01}  
{-5.83549202354000*10^-01,  -7.92254247149000*10^-01,   1.78335460035000*10^-01}  
{ 2.35955291717000*10^-01,   8.71495804622000*10^-01,  -4.29907156066000*10^-01}  
{-8.23125548372000*10^-01,  -8.19815993130000*10^-02,   5.61910445705000*10^-01}  
{-1.75022651538000*10^-01,   6.79964176555000*10^-01,   7.12050412577000*10^-01}  
{ 7.53429731871000*10^-01,   2.82327486831000*10^-01,  -5.93830640261000*10^-01}  
{-2.12003157772000*10^-01,   7.78114542690000*10^-02,  -9.74166330089000*10^-01}  
{-9.25550021009000*10^-01,  -2.93803139396000*10^-01,  -2.38823939110000*10^-01}  
{-7.80854003521000*10^-01,  -6.21098200258000*10^-01,  -6.71122255750000*10^-02}  
{ 1.71044831278000*10^-01,  -8.91713540067000*10^-01,  -4.19035354301000*10^-01}  
{ 2.57296931293000*10^-01,  -9.16125844248000*10^-01,  -3.07427595782000*10^-01}  
{ 5.32725053832000*10^-01,  -3.41124693613000*10^-01,  -7.74492066084000*10^-01}  
{ 7.49930492008000*10^-01,  -5.07966299713000*10^-01,   4.23762310161000*10^-01}  
{-5.54996221344000*10^-01,  -6.57740644335000*10^-01,   5.09270496969000*10^-01}  
{-9.33038568010000*10^-01,  -3.18255382691000*10^-01,   1.67787192580000*10^-01}  
{ 8.74629773551000*10^-01,   4.79793842884000*10^-01,  -6.94307392220000*10^-02}  
{ 9.89226415930000*10^-02,  -9.94314979794000*10^-01,   3.93958365420000*10^-02}  
{-1.06436723936000*10^-01,   5.88739357208000*10^-01,  -8.01284714114000*10^-01}  
{ 1.11613049082000*10^-01,  -2.87353498706000*10^-01,  -9.51299371416000*10^-01}  
{-6.69845466775000*10^-01,  -3.82068912707000*10^-01,  -6.36655634220000*10^-01}  
{ 6.89338695787000*10^-01,  -3.05089622460000*10^-02,  -7.23796494681000*10^-01}  
{ 9.35442312376000*10^-01,   1.94450366555000*10^-01,  -2.95189320882000*10^-01}  
{ 2.30705074609000*10^-01,  -5.89423803299000*10^-01,   7.74180049249000*10^-01}  
{-8.44893587674000*10^-01,  -5.19871016356000*10^-01,  -1.26051385792000*10^-01}  
{ 7.47744769883000*10^-01,  -5.84099898799000*10^-01,   3.15761092181000*10^-01}  
{ 1.63094790674000*10^-01,  -9.83817020827000*10^-01,  -7.41900181100000*10^-02}  
{ 9.01556426829000*10^-01,  -3.93063951801000*10^-01,  -1.80822396394000*10^-01}  
{-5.12653488584000*10^-01,  -8.58577367319000*10^-01,  -5.59508455900000*10^-03}  
{-8.32053966732000*10^-01,  -2.36118724189000*10^-01,  -5.01930418019000*10^-01}  
{-2.72504147150000*10^-02,  -5.06185360298000*10^-01,   8.61994081139000*10^-01}  
{ 5.55143192336000*10^-01,  -4.24574428561000*10^-01,   7.15229047659000*10^-01}  
{-6.89295099550000*10^-01,  -7.13338391089000*10^-01,   1.26572530728000*10^-01}  
{ 7.49954987791000*10^-01,  -4.36789332296000*10^-01,  -4.96772176636000*10^-01}  
{-2.71565528693000*10^-01,  -4.79224658006000*10^-01,   8.34623202880000*10^-01}  
{ 2.78203861031000*10^-01,   3.87650946221000*10^-01,   8.78822709994000*10^-01}  
{-9.12710160286000*10^-01,   4.03979770709000*10^-01,  -6.13229823790000*10^-02}  
{ 2.15246283319000*10^-01,  -8.32480697670000*10^-02,   9.73005034107000*10^-01}  
{-3.06537281290000*10^-01,   9.26747327721000*10^-01,  -2.17196422026000*10^-01}  
{ 1.27360793829000*10^-01,   6.60056366090000*10^-01,   7.40341017221000*10^-01}  
{ 3.85128975013000*10^-01,   6.84312050665000*10^-01,   6.19187120279000*10^-01}  
{-1.77535035621000*10^-01,   6.64006908316000*10^-01,  -7.26344365185000*10^-01}  
{-1.02441847153000*10^-01,  -8.97580187062000*10^-01,   4.28783716745000*10^-01}  
{ 7.90175203646000*10^-01,   5.56905873660000*10^-01,   2.55888638719000*10^-01}  
{-1.75088749840000*10^-01,  -8.57049092697000*10^-01,  -4.84572783374000*10^-01}  
{-2.91261119932000*10^-01,  -6.25057772066000*10^-01,  -7.24202831806000*10^-01}  
{ 2.89697727255000*10^-01,   9.46668245354000*10^-01,   1.41047722639000*10^-01}  
{ 5.77807720428000*10^-01,   4.58039283038000*10^-01,  -6.75528129250000*10^-01}  
{-9.70604794876000*10^-01,   1.67102478584000*10^-01,  -1.73214011602000*10^-01}  
{ 3.55270406602000*10^-01,  -7.89043464106000*10^-01,   5.01191929250000*10^-01}  
{-8.59559220255000*10^-01,   8.48726249640000*10^-02,  -5.03939068149000*10^-01}  
{ 2.03756754200000*10^-02,   6.18942969451000*10^-01,  -7.85171594250000*10^-01}  
{ 5.53422483008000*10^-01,   8.31070136832000*10^-01,  -5.51904246020000*10^-02}  
{ 5.28775197932000*10^-01,  -8.24449403868000*10^-01,   2.01692762671000*10^-01}  
{-5.18572755949000*10^-01,   1.77577655334000*10^-01,   8.36390144080000*10^-01}  
{ 3.75787458137000*10^-01,   9.04517833913000*10^-01,  -2.01572008077000*10^-01}  
{-7.48470161507000*10^-01,   5.63259802247000*10^-01,  -3.50044015099000*10^-01}  
{-7.04519181337000*10^-01,   5.61637714542000*10^-01,   4.33838450038000*10^-01}  
{-4.84375536353000*10^-01,   6.86302308965000*10^-01,   5.42558273821000*10^-01}  
{-2.52070925762000*10^-01,  -9.21669489740000*10^-02,   9.63309660443000*10^-01}  
{-5.29531890572000*10^-01,   1.87335885233000*10^-01,  -8.27345902856000*10^-01}  
{-4.68666762270000*10^-01,  -8.46580524142000*10^-01,   2.52295228032000*10^-01}  
{-8.39488193328000*10^-01,  -2.00053317619000*10^-01,   5.05211087936000*10^-01}  
{-2.51045916732000*10^-01,   5.78475052516000*10^-01,   7.76107313010000*10^-01}  
{ 4.76191549336000*10^-01,   5.35287146298000*10^-01,  -6.97645525571000*10^-01}  
{ 2.14754972419000*10^-01,  -4.78703847481000*10^-01,   8.51306600602000*10^-01}  
{-1.36712693105000*10^-01,   3.02870517601000*10^-01,   9.43175004499000*10^-01}  
{-2.47994072642000*10^-01,  -4.41108823263000*10^-01,  -8.62509099067000*10^-01}  
{ 6.83434932023000*10^-01,   2.35670001418000*10^-01,  -6.90924268007000*10^-01}  
{ 7.25173571590000*10^-02,   8.81282647589000*10^-01,   4.66992642308000*10^-01}  
{-2.52568006322000*10^-01,  -3.12862614616000*10^-01,  -9.15601652772000*10^-01}  
{-9.68503697131000*10^-01,  -1.93256983326000*10^-01,  -1.57010595307000*10^-01}  
{ 6.23556084713000*10^-01,   4.31111128620000*10^-02,   7.80589034745000*10^-01}  
{-6.84687303821000*10^-01,   6.88044997460000*10^-01,   2.40410851368000*10^-01}  
{-8.39751458940000*10^-02,   1.25404192450000*10^-01,  -9.88545377506000*10^-01}  
{-3.61315566681000*10^-01,  -8.71455177543000*10^-01,  -3.31688008237000*10^-01}  
{ 4.58725925498000*10^-01,  -7.86433701154000*10^-01,   4.13633362973000*10^-01}  
{-4.17551314193000*10^-01,   2.40900818567000*10^-01,  -8.76137943265000*10^-01}  
{ 3.94280953541000*10^-01,   4.81364372780000*10^-02,   9.17728398319000*10^-01}  
{ 9.46446140249000*10^-01,   2.70437753291000*10^-01,  -1.76360781363000*10^-01}  
{ 9.39467915300000*10^-02,  -8.47745973922000*10^-01,  -5.22016057283000*10^-01}  
{-4.70875026657000*10^-01,  -6.69618117359000*10^-01,  -5.74359022020000*10^-01}  
{-2.35025067047000*10^-01,  -8.97778007473000*10^-01,   3.72502170675000*10^-01}  
{-3.53595050983000*10^-01,  -5.02525805938000*10^-01,  -7.88947624552000*10^-01}  
{-6.32710779915000*10^-01,   1.29731407829000*10^-01,  -7.63444058725000*10^-01}  
{-2.69396314546000*10^-01,  -9.29593166158000*10^-01,  -2.51559478336000*10^-01}  
{ 6.20997363430000*10^-02,   2.95364827026000*10^-01,  -9.53364170557000*10^-01}  
{-8.24550819229000*10^-01,  -5.02126829344000*10^-01,  -2.60738554419000*10^-01}  
{ 4.48603367040000*10^-02,   7.44106562917000*10^-01,   6.66553053564000*10^-01}  
{ 7.66066617321000*10^-01,  -5.09202577601000*10^-01,  -3.92243129692000*10^-01}  
{ 1.18018880005000*10^-01,  -6.59729596404000*10^-01,   7.42178148150000*10^-01}  
{ 9.85885039257000*10^-01,   1.58495619856000*10^-01,   5.39428202470000*10^-02}  
{-8.27488092155000*10^-01,   4.96510905109000*10^-01,   2.62183863824000*10^-01}  
{ 8.82823066021000*10^-01,  -4.36261366414000*10^-01,   1.74067384296000*10^-01}  
{ 3.41883028818000*10^-01,  -9.20655620958000*10^-01,  -1.88438908415000*10^-01}  
{-9.90690261732000*10^-01,   3.93015962530000*10^-02,   1.30338750346000*10^-01}  
{ 5.58660833070000*10^-02,   4.51673148947000*10^-01,   8.90432674185000*10^-01}  
{ 9.35236724625000*10^-01,   3.49049584154000*10^-01,  -5.91325351560000*10^-02}  
{-7.44351531165000*10^-01,  -4.22400555420000*10^-02,   6.66450730182000*10^-01}  
{-2.45782209361000*10^-01,   9.10368618373000*10^-01,  -3.32896506806000*10^-01}  
{ 8.42494619273000*10^-01,  -4.54894469654000*10^-01,  -2.88572067211000*10^-01}  
{-3.51735562507000*10^-01,   4.98941449782000*10^-01,  -7.92047677705000*10^-01}  
{-4.01381103672000*10^-01,  -8.92034186459000*10^-01,  -2.07769631571000*10^-01}  
{-6.83074912588000*10^-01,   6.67791480527000*10^-01,  -2.95741783197000*10^-01}  
{ 6.02369815510000*10^-01,   1.81122881936000*10^-01,  -7.77396364156000*10^-01}  
{ 3.57049633730000*10^-02,   9.90936408834000*10^-01,   1.29499765395000*10^-01}  
{ 6.94738058841000*10^-01,  -6.16696970209000*10^-01,  -3.70167362867000*10^-01}  
{-3.24530894600000*10^-02,   5.33812918391000*10^-01,   8.44979624099000*10^-01}  
{ 8.30380361577000*10^-01,  -3.85963560740000*10^-01,  -4.01871353653000*10^-01}  
{ 5.66800088837000*10^-01,  -5.28473006194000*10^-01,   6.32023687071000*10^-01}  
{-3.31986957230000*10^-01,  -8.19191071434000*10^-01,   4.67665103157000*10^-01}  
{ 9.87525114900000*10^-02,  -9.82215719564000*10^-01,   1.59687888443000*10^-01}  
{ 2.43012857405000*10^-01,   9.46735766864000*10^-01,  -2.11272664763000*10^-01}  
{-2.41484490378000*10^-01,  -1.83590937265000*10^-01,  -9.52879640175000*10^-01}  
{ 2.73664825233000*10^-01,   2.11988902900000*10^-02,  -9.61591477958000*10^-01}  
{ 5.27148189517000*10^-01,   6.81711618919000*10^-01,  -5.07330321309000*10^-01}  
{-7.07160410599000*10^-01,   6.88235842552000*10^-01,  -1.62035732812000*10^-01}  
{ 1.10539532807000*10^-01,   9.61281843521000*10^-01,   2.52424699670000*10^-01}  
{-1.79501785794000*10^-01,   9.59624840426000*10^-01,  -2.16562403327000*10^-01}  
{-9.15852685119000*10^-01,   8.48773477320000*10^-02,  -3.92440689789000*10^-01}  
{-1.59192582728000*10^-01,  -9.85484027991000*10^-01,   5.89826430330000*10^-02}  
{ 1.95670201339000*10^-01,  -3.53855575444000*10^-01,   9.14603413527000*10^-01}  
{ 3.34608577933000*10^-01,  -7.32133050220000*10^-02,   9.39508867197000*10^-01}  
{ 7.50310772048000*10^-01,   6.61028978536000*10^-01,   8.62756541800000*10^-03}  
{ 7.05658393675000*10^-01,  -1.92050734256000*10^-01,   6.82028406232000*10^-01}  
{-4.51909282906000*10^-01,  -2.42302686550000*10^-02,  -8.91734766679000*10^-01}  
{-5.60533364037000*10^-01,  -8.16170185430000*10^-02,  -8.24100121396000*10^-01}  
{-7.47455079115000*10^-01,   3.15221154530000*10^-01,   5.84761941683000*10^-01}  
{ 8.13866214721000*10^-01,  -5.48750765924000*10^-01,   1.91035026720000*10^-01}  
{ 4.17632586384000*10^-01,  -3.98781657636000*10^-01,  -8.16428938931000*10^-01}  
{ 3.20091215887000*10^-01,   4.94086910885000*10^-01,   8.08343824127000*10^-01}  
{ 8.31301577033000*10^-01,   5.21674236939000*10^-01,  -1.91816783771000*10^-01}  
{ 8.03389159067000*10^-01,   6.03432424560000*10^-02,   5.92388852177000*10^-01}  
{ 8.40465274105000*10^-01,  -5.15297520390000*10^-01,  -1.67590538230000*10^-01}  
{-3.78469691453000*10^-01,   5.47843910088000*10^-01,   7.46074890899000*10^-01}  
{ 6.35417913332000*10^-01,  -7.43672439812000*10^-01,   2.07834977037000*10^-01}  
{ 1.05026573698000*10^-01,  -5.58517665769000*10^-01,   8.22816769300000*10^-01}  
{-9.48568201639000*10^-01,   2.83795246741000*10^-01,   1.40280521690000*10^-01}  
{-6.55887926397000*10^-01,   6.27002597764000*10^-01,  -4.20331738517000*10^-01}  
{ 1.91070990695000*10^-01,   3.51270456084000*10^-01,  -9.16570206366000*10^-01}  
{-3.33292032050000*10^-01,   8.52698740770000*10^-01,   4.02270156562000*10^-01}  
{ 2.14099343460000*10^-01,  -3.70190962804000*10^-01,  -9.03946968682000*10^-01}  
{-4.66290382358000*10^-01,  -4.03710648137000*10^-01,  -7.87141024151000*10^-01}  
{-2.29709719578000*10^-01,  -7.78029819554000*10^-01,   5.84724759708000*10^-01}  
{-4.36865692273000*10^-01,   1.08644072689000*10^-01,  -8.92941673563000*10^-01}  
{-7.39148621939000*10^-01,  -6.86600201260000*10^-02,  -6.70033668051000*10^-01}  
{ 6.35631163420000*10^-02,  -7.04533516975000*10^-01,  -7.06818402208000*10^-01}  
{ 1.62904936892000*10^-01,   9.16416294976000*10^-01,   3.65572367443000*10^-01}  
{ 1.00499677300000*10^-01,   9.94858124341000*10^-01,   1.25350426930000*10^-02}  
{-6.42814038804000*10^-01,  -6.52652362941000*10^-01,  -4.01042397588000*10^-01}  
{ 1.35892485230000*10^-01,   3.05817548390000*10^-02,   9.90251477519000*10^-01}  
{-3.85201512114000*10^-01,  -3.99900394602000*10^-01,   8.31684717584000*10^-01}  
{-3.74661673976000*10^-01,   8.64817552685000*10^-01,  -3.34244267896000*10^-01}  
{ 7.89524809689000*10^-01,  -1.88722101917000*10^-01,   5.83981629107000*10^-01}  
{ 6.31736687285000*10^-01,  -7.74925068249000*10^-01,  -1.99974132790000*10^-02}  
{-2.64395621145000*10^-01,  -9.64291249824000*10^-01,  -1.54058765530000*10^-02}  
{-8.30190959346000*10^-01,   4.85107888512000*10^-01,  -2.74687654481000*10^-01}  
{ 5.05408237331000*10^-01,  -7.97848871239000*10^-01,  -3.28633066352000*10^-01}  
{ 6.04054547185000*10^-01,  -4.07685203830000*10^-01,  -6.84770675922000*10^-01}  
{ 6.08522207591000*10^-01,  -1.94093867925000*10^-01,   7.69433748481000*10^-01}  
{ 1.65066651731000*10^-01,   9.76743744087000*10^-01,   1.36838075381000*10^-01}  
{-6.07241822315000*10^-01,  -7.92710050364000*10^-01,   5.35550677690000*10^-02}  
{ 6.55440545582000*10^-01,  -4.23173635228000*10^-01,   6.25557164178000*10^-01}  
{-7.23603368449000*10^-01,  -6.02848283902000*10^-01,   3.36113242473000*10^-01}  
{ 6.64812202590000*10^-01,  -6.08814622613000*10^-01,   4.32861976361000*10^-01}  
{ 1.59415464674000*10^-01,   8.29200116108000*10^-01,  -5.35736760984000*10^-01}  
{-8.59472313009000*10^-01,   5.11166769682000*10^-01,  -3.98456308400000*10^-03}  
{-8.23840344035000*10^-01,   3.35686428884000*10^-01,  -4.56729360785000*10^-01}  
{ 8.47548854159000*10^-01,   6.79555621730000*10^-02,  -5.26348726021000*10^-01}  
{ 5.61333210458000*10^-01,   1.62681560799000*10^-01,   8.11442996527000*10^-01}  
{ 4.45458818267000*10^-01,   6.51516023573000*10^-01,  -6.14079239395000*10^-01}  
{-8.48326277738000*10^-01,  -5.29366448346000*10^-01,   1.06625449400000*10^-02}  
{ 4.22554851697000*10^-01,   8.20129006866000*10^-01,   3.85792443424000*10^-01}  
{ 9.72424248955000*10^-01,  -1.75473477376000*10^-01,   1.53623366653000*10^-01}  
{ 8.19973463557000*10^-01,  -5.70594316603000*10^-01,  -4.54493665930000*10^-02}  
{ 7.78158967071000*10^-01,   5.35363569109000*10^-01,  -3.28412044294000*10^-01}  
{-2.29861262127000*10^-01,   9.67036006517000*10^-01,   1.09568071410000*10^-01}  
{ 5.89071410080000*10^-01,  -8.40843053410000*10^-02,  -8.03694409227000*10^-01}  
{-9.93935286769000*10^-01,  -7.89211634560000*10^-02,  -7.65773835750000*10^-02}  
{ 4.98746923244000*10^-01,   4.03857122244000*10^-01,  -7.66909989091000*10^-01}  
{-5.36026022527000*10^-01,   7.30894567466000*10^-01,   4.22456192312000*10^-01}  
{-9.69001989530000*10^-02,   9.88095691335000*10^-01,   1.19487473021000*10^-01}  
